# 重製版介面文字。⚠ 開頭那個熱鍵字母不能改（`docs/re/40` §4）。
ui:cmd.bar	U使用 E遭遇 O排隊 D分隊 V換隊 S存檔 R無線
ui:journal.header	手札 %d/%d%s
ui:journal.hint	I／K 換段  PgUp／PgDn 捲動
ui:journal.decoy	（誘餌）
ui:journal.appendix	（附錄）
ui:journal.epilogue	（後日談）
ui:journal.untranslated	（尚未翻譯）
ui:use.which	要哪一位？
ui:use.kind	使用：物品／技能／屬性　（I／S／A，ESC 取消）
ui:use.whichway	往哪個方向？ I K J L 或方向鍵，空白 ＝ 原地
ui:use.nothing	沒有東西可以用。
ui:use.nobody	沒有人做得到。
ui:gate.party	全隊
ui:gate.damage	 點傷害。
ui:use.nothinghappens	%s 使用%s，沒有任何反應。
ui:use.works	%s 使用%s，成功了！
ui:use.fails	%s 使用%s，失敗了。
ui:combat.attacked	你們遭到攻擊！
ui:combat.hit	%s 命中 %s，%d 點傷害
ui:combat.fallen	全隊倒下了。
ui:combat.over	戰鬥結束。
ui:combat.which	，換哪一件？
ui:combat.partyxp	全隊獲得 %d 點經驗值。
ui:enc.inside	這裡面不行。
ui:enc.none	這裡沒有可打的敵人。
ui:enc.groupnone	第 %d 隊：沒有可打的敵人。
ui:save.none	沒有可用的存檔。
ui:save.done	已存檔。
ui:save.donenonames	已存檔（長名字沒寫進去）。
ui:save.memoryonly	狀態已更新（沒有寫進檔案）。
ui:save.nodata	狀態已更新（沒有載入資料檔）。
ui:radio.nothing	總部：沒有事情要回報。
ui:view.none	沒有別的隊伍。
ui:view.switched	第 %d 隊。
ui:disband.single	只剩一個人，不能分隊。
ui:disband.left	%s 離開了隊伍。
ui:order.nothing	沒有人可以重排。
ui:order.done	隊伍順序：
ui:roster.menu	C建立  D刪除  P開始遊戲
ui:roster.name	名字：
ui:roster.nobody	沒有人可以刪除。
ui:roster.joined	%s 加入了遊俠。
ui:roster.gone	%s 已經離開。
ui:facility.examined	檢查完畢。
ui:facility.cured	已經治好。
ui:facility.bought	以 $%d 買下。
ui:facility.sold	以 $%d 賣出。
ui:facility.learned	學會了%s。
ui:facility.row	%d) %s
ui:facility.skillrow	%d) %s  費用 %d
ui:facility.sellrow	%d)%s %s
ui:facility.buyrow	%d) $%-6d %s
ui:help.title	按鍵說明
ui:help.move	移動（方向鍵也可以）
ui:help.cmdbar	指令列與手札
ui:help.panels	說明／設定
ui:help.f5f9	快速存檔／快速讀檔
ui:help.quit	離開（先問先存）／取消
ui:settings.title	設定
ui:settings.music	音樂：
ui:settings.volume	音量：
ui:settings.sfx	音效：
ui:settings.on	開
ui:settings.off	關
ui:settings.close	ESC 關閉
ui:quit.ask	要離開遊戲嗎？會先自動存檔。　Y 是　N 否
ui:quit.savefailed	存檔失敗：%s
ui:quick.saved	已快速存檔。
ui:quick.loaded	已讀取快速存檔。
ui:quick.savefailed	快速存檔失敗：%s
ui:quick.loadfailed	快速讀檔失敗：%s
ui:combat.hdrname	姓名
ui:combat.hdrac	防護
ui:combat.hdrammo	彈藥
ui:combat.hdrmax	上限
ui:combat.hdrcon	體力
ui:combat.hdrweapon	武器
ui:wipe.place	死神
ui:wipe.message	你在荒野的生命到此為止。
ui:use.morepage	0 翻頁
ui:wound.unc	昏迷
ui:wound.ser	重傷
ui:wound.crt	危急
ui:wound.mrt	瀕死
ui:wound.com	深昏迷
ui:hire.joins	%s加入了隊伍。
